user_id,product_id,rating,review_text
AGVXN42IKSKKBNVFGKCMKIZEBNSQ,B00RIT53JO,3.0,"I am totally disappointed with this headband. One it is super cheap and easily bendable which means it will break easily. I have very fine hair so this headband is just horrible with my hair. It sticks up at the top and doesn't hold any hair back because my hair just slides out of it. Now, if someone has very thick hair then this would work perfect for them but for someone like me with very fine hair, this headband just isn't right for me."
AFBXVB2GIANS2DHWDK3HXISL2WEA,B00915QNQU,3.0,"5&#34; is way too long for my waist-length thick hair. The spikes stick out the far side of whatever updo I have going, and make the whole thing look amateurish and unfinished. If these came in 2.5 or 3&#34; they'd be great but they are simply too long."
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B07ZHGNPZM,4.0,"This is a nice intimate wash for women. It is free of alcohol, sulfate and parabens which is great since you don't want those ingredients in there. It is also vegan and plant based which is great. It produces a nice gentle lather that works well and I found I don't need much when I use it. They made sure that it maintains the natural pH of the skin so you are not prone to infections. The fragrance is ok in my eyes and it works well overall. The price is a bit on the more expensive side considering how much product you get, however considering that it is vegan and all, I think it kind of makes up for it. I am not upset with this product and mine was not expired yet but close, but these types of products can be used at least 3 years past that date so I have no issues with that as well."
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B08HMLXW65,5.0,"In this pack for just over $7 you get 3 different colored hair clips and 2 each color, and then 7 hair ties. The hair clips are gold, silver and black and just beautiful. The hair ties are a plain black. These hair clips are a different, new design and I wasn’t sure if they would work for my hair, but fear not they did. I have long, but thin hair, thin in density and thin in thickness and this hair clip worked just fine. I had no issues gathering just a section or the entire hair together. Even though the clips are flat in the front I had no issues at all working with these, they are actually quite easy to work with and fit quite comfortably in the hair. The size is big enough to fit my entire hair or just parts of it. They are cute and lovely and the price is not excessive, they are actually inexpensive if you ask me."
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B08LYT4Q2X,4.0,"You get 2 massive bottles of oil, one with sweet almond oil and the other with coconut oil. For each bottle they supply you with a pump dispenser which is great. It makes it so much easier to dispense the oil without making a mess to be honest. Both oils are claimed to be organic which is nice. This will run you $25 which in my eyes is a good deal. These oils can be used direct for skin care and as carrier oils, meaning you can add some essential oils to them to make your own custom oil blends. The oils themselves were pretty much fragrance-free which was a bit disappointing to me, but makes sense since these are often used as carrier oils. When you use this they are pretty lightweight and absorb quickly. I found they do leave the skin a bit greasy, but that is not a surprise since these are oils. That feeling does go away within about 15 minutes or so, so not too bad. All in all a good deal"
AHALZ7AKVAVL7QEVBCI55JVLGXOQ,B07BXHZLV4,3.0,I think this might work for people with smaller heads or smaller faces but I felt it wasn’t wider enough or thick enough to look good on me. The hair was very soft and real looking though!
AGPXNDMGNB4EFU5HPAM64X6IA74Q,B07KDYT8XY,5.0,"SheCotton Premium Cotton Rounds for Face is lint free. Like that it does not come apart easily for nail polish, make-up removal, etc. You don't get pieces of cotton fibers all over. Recommend."
AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,B0BTLTVR1X,5.0,[[VIDEOID:b434b0b7b922fd48028d610c4fef3e38]] Take this out and you can smell it. Definitely seems like it’ll be effective. I can see this being good for multiple places not just car engines. Overall I’d say it’s nice and I think will work well
AFGU3S4OP6NRLJWFIG6BU2MGKLDA,B074DZ9TPP,5.0,My friend loved it. Fit perfectly sparkled and none of the stones were missing. Just beautiful!!!
AGKPSM7P7KTXUFHYQOWNBKJUFUAQ,B07DWMKCFD,3.0,Qualiti for the price ok shipping to high
AGWDYYVVWM3DC3CASUZKXK67G6IA,B0007CHJGY,5.0,"Body butter is the perfect after-bath treat for your skin. Zia body butter is a combination of shea butter and mango butter blended into a smooth moisturizer that could become a hand cream essential. (The small sample container in the Spa To Go kits fits nicely in your purse.) This cream is super luxurious to use in the winter. This is one of the few products with myrrh essential oil. Ingredients: Infusion of organic aloe vera extract, organic ginko biloba extract, organic elder extract, organic chamomile extract, caprylic/capric triglyceride, stearic acid, glycerin, glyceryl stearate, safflower oil, shea butter, mango butter, polysorbate 60, stearyl alcohol, sweet almond oil, tocopherol, beta carotene, rosehip seed oil, cucumber extract, green tea extract, algae extract, sodium carbomer, lavender essential oil, myrrh essential oil, neroli essential oil, vetiver essential oil, benzoin gum, phenoxyethanol, methylparaben, propylparaben. Zia body butter is a rich moisturizing cream that absorbs fast and leaves your skin looking smooth and deeply moisturized. Using this product after the brown sugar body buff and Lavender Clary Sage Body Wash takes smooth skin to entirely new levels. If you use these three products and take a salt bath, then you may reach spa nirvana. ~The Rebecca Review"
AG644CPQNHRWWC7NRR4DFZIV3RXA,B01DY8KOM8,5.0,I love Stilla products. My order was delivered quickly and the makeup feels very light. I like it and would recommend.
AG73BVBKUOH22USSFJA5ZWL7AKXA,B08WF29DM9,5.0,"This moisturizer, Tula Probiotic Skin Care, is the right consistency for day and/or night. It was nice applying the product and your face feels dewy moist. This is much more preferable than feeling dry, oily or sticky. The scent is strongest when you open and apply. Then it softens and you can barely smell the scent. The ingredients list the scent as parfum/perfume, so you don't know exactly what it is."
AG73BVBKUOH22USSFJA5ZWL7AKXA,B081ZN3TD5,3.0,"I have long, thin hair that tangles easily and the big comb felt like it was ripping my hair out. I decided to gift these to my husband and the boy. They both have short hair and it is better suited for them"
AF7HLPYI6ZSHC3YZFEAME7ZPPO4A,B0BTLTVR1X,5.0,Very easy to use and works great!!!!
AHVKG7RTCZMIHBUTIRD2GTPOZYSQ,B01N6UPD2H,4.0,"Pros: -Keeps my pens secured in my lab coat chest pocket even if I do a forward bend -2 big pockets can keep all the pens, pencils, markers, hemostats that I need -can stash a card or money in the very front pocket with the fold -clip is a nice touch if you need to hang a key on it (I don't) -comes with 2 velcro attachments for pens if you need it, they can be adjusted to fit where you want -good price, fast arrival -keeps items from falling through the seams of my pocket (old lab coats, y'know) Cons: -there were some extra, loose stitching on mine. I haven't pulled it off...i just ignored it coz I don't want to risk having the stitching to completely come lose"
AGCSHYPXXTY5BUYD2JAVVJWVFX3Q,B089CSF11Y,4.0,"Ive been ordering glass bottles and moving my products into them. I get refill size and transfer. These 2 spray bottles were a little thinne not bad, but still sturdy enough and the spray top where the sprayer is spins loosely 360 degrees. ?? I just filled it with my gallon of orange cleaner and I had to take off the sprayer and toss it in the garbage! The flaw is the spinning sprayer that allowed my expensive orange cleaner to pour out of the top all around the nozzle. cheaply made but all in all a good glass bottle with a terrible srayer . If you just need a bottle with a screw top your good. If you have a different sprayer you can take off a plastic bottle great. Thats what I did. I took the label off my orange cleaner and stuck it on this bottle and it looks so nice. So my sprayer and label made a great usable bottle."
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B0BDYXW42R,4.0,"This set of scrunchies and sunglasses for a bride and her bridesmaids is silly but fun. The scrunchies are made of a nice satin type fabric. The sunglasses don't actually offer much sun protection, but they are cute."
AHMGRS7F7IA4HM2AYAEU42MFFDCQ,B015QSOGC8,5.0,"I love the wide selection of soaps, so many to choose from. The soaps are long lasting but can make you a little dry, which is normal for bar soaps I think. It's a great deal and a good way to sample multiple scents. THe bar is a square about the size of my palm."
AGGRNXCM5CMD6KLZ57EPTJFIODHA,B0BNKHNWDW,5.0,I purchased a 24inch bundle to add to a wig I ordered from a different company. The bundle arrived and was packaged very well. I co-washed it and added it to my wig. I love this hair! It blends very well with my wig too-No difference in quality- 5 stars! I would buy it again.
AEAXAJACFMXIAAH4WOHRMXPSZWFA,B08WF29DM9,5.0,"Although I'm not thrilled that this didn't have a safety seal on it, the cream itself is very good. It's a heavy cream, despite the company identifying it as being light and whipped. It looks whipped in the jar, but it is not light on the face. I don't think it would be suitable for all ages. Because of the heaviness and intense moisturizing, I believe that mature skin is going to benefit most from using this. For reference, I'm in my early 60s, in a dry climate, with combination skin (T Zone) and some wrinkles as a point of concern. This cream works very well with all of the above. I don't put it on my nose, of course, but when I feel like a splurge I put it on my hands because it's so moisturizing. The claim that it moisturizes 24/7 is indeed true. Even in this dry area, my face feels hydrated all day when I use this cream. It contains milk protein, yogurt extract, blueberry extract, rice protein, and a host of other skin-loving ingredients. I hope this review has helped you to make a decision about whether or not you'd like to invest in this product. It is indeed generously sized at 3.4 oz, and it has a very high quality ingredients. But like I said, it's not going to be for everyone. xxoo"
AFPF2CONJ33FNFKOEQ2TUNWQJTFQ,B08MVFKSQ8,5.0,"This set of fine misters is absolutely perfect for making room sprays, scented toners, and other things with my favorite essential oils. After giving birth, I made a witch hazel spray for healing, I made a tea tree toner to soothe skin during breakouts, and I made a room spray with lavender and eucalyptus to keep in the room with the diaper changers. It's great that this comes in a set of three and that the sprayers put out a fine mist rather than a thick set of droplets. I also really like the cobalt blue color. Though I received a sample for review, the positive opinion is my own."
AHT6AM6BNIZUHFJB5V2M6XM72G7Q,B09GNXK3N1,4.0,"If you have a large head and plan on wearing this for a long period of time it might not be comfortable. I have a normal ish size head and it pressed my earrings into my head which wasn't comfortable, but I'll just take my earrings out next time. The side that sits on your forehead has a sticky strip to keep the cap from sliding and the side that goes on the base of your skull has a stretchy band to allow for sizing. The bow is cute and so is the pattern. I use these types of caps for incubating oil and deep conditioning masks. They are great for this, keeps the ""juice"" inside and the outside dry."
AHT6AM6BNIZUHFJB5V2M6XM72G7Q,B08BF4BKKM,5.0,"Lots of great stuff in here, face brush, eye mask, cleanser, wipes, nose strips, eye mask, lip mask, its a great pampering box."
AGDJ4U4GGIQ6AJLIBE6RSDPL2VYA,B08HMLXW65,3.0,"First day use, by the end of the day brown hair clip suddenly gave out. The loop that held the spring just broke while my daughter was resting. Not too sturdy. Next day we tried matte black clip, and it's holding steady but now I have to be gentle with it. The hair bands are a nice bonus as well as the storage box it all came with. So some of them are sturdy, some of them are flimsy. But they hold up hair well and tight."
AH665SQ6SQF6DXAGYIQFCX76LALA,B08PPB3W6H,4.0,"I really like these velvet hair bands. They are stylish and the buttons are positioned perfectly. They hold my mask securely without slipping or aggravating my ears. There is a nice variety of two leopards and three neutrals, cream, black and gray. It was supposed to be a six pack but I only received five. Mine also were not as wide as depicted. But that being said they are a fashion forward way to keep hair and masks in place."
AETIHJRVULBSKJ7IW6Y4TE26VE2Q,B07GTQVVDJ,1.0,and it is still healing 2 weeks later. Returned this product for a full refund.
AGSG3AQPXZW3GMBFZVCT7JL7JAZQ,B071ZNT4XY,5.0,I use it every day It really tone up my skin and so moisture.
AFGYXDYK65D2LGTV3GJZJRFQC3HQ,B01DJZZ08Y,5.0,"We have been having such fun since receiving this wig! My daughter has long, dark blond hair, but she wanted to go out one night looking like a character from her favorite TV show. We received the light blonde wig and in minutes, she had long, white-blonde hair that was straight on top and had curls towards the bottom! This wig’s construction is terrific, and it is adjustable. This wig It is made of pretty soft fibers, and you can run your hands over the hair, brush it gently and feel the softness, It has a top tie- on to secure the wig, and the cap lets your scalp breathe. Since it is a rally long haired wig, it is not going to be lightweight: but it doesn’t feel heavy on your head. The color is a white/blonde like just like the TV character and the braids on top can be kept, re-braided or let loose to change the style. And although I was able to purchase this wig at a big discount in exchange for my honest review (and my stars cannot be bought, folks, this is truly my unbiased and honest opinion), I think these prices are completely reasonable and I will be buying more for events where my daughter or I need a different look. Go ahead and try this company’s wigs! Have fun with it! We are!"
AEXD5ZGPZ42X32MJIDCWQZUJDLGA,B08MVFKSQ8,5.0,I needed the sprayers for some Avon Skin So Soft Bug Guard Plus because Avon did not provide them and it is a huge mess trying to apply the oil without them. These sprayers fit the SSS bottles and they spray the oil in a fine mist. Perfect.
AELO4FMN6BZ3ZTLTDCNBBUHVRTQA,B08X46Z2PC,5.0,Can't wait to start using. Just as listed.
AFYIO2SOX2KZVQF7Q52SNJHCGJRA,B08D884BPX,2.0,Very disappointed. Cheaply made. The joins of the fabric are by the fabric that goes around your ear so all day you feel a knot of fabric. We washed them before having our employees wear them and the joins are coming apart! If it wasn’t for those they would have been great masks. Very disappointed. Waste of our money
AF3RENOGZJOCO24HPO75EEIF4EHQ,B09KX5N1DR,5.0,I love how his product smells and the exfoliating was great. Highly recommended!
AES3YWD3ONJOUDRWFIV2ZO44QDAQ,B08LYT4Q2X,2.0,"First, I will say these oils seem fine. They work well together or apart, mixed into other skincare products or alone. I use these types of oils to make my own facial oil mix or to add to my moisturizer. The thing I absolutely hate that companies do to try to sell their products is to say things that aren't true. The USDA does not certify oils - food, cosmetic, or otherwise. The fact that the bottle says this product is USDA certified on one side, and the other side says not intended for ingestion should speak volumes. The USDA certifies and regulates the welfare and production of food products; meaning products that you ingest. So, why on earth would they certify a product you cannot ingest? The bottle also makes outright claims of known cures from using these oils. There is no disclaimer on either bottle that states that these claims have not been approved or proven by the FDA, or whatever the disclaimer is that is mandatory. There are ingredients listed, one ingredient for each product, the oil, and that's it. Nothing tells how these oils were extracted. Therefore, we do not know if they are refined or unrefined. They probably don't know either. So you see, therein lies the lies and deception. These oils would be much better if they weren't tied to lies. Because you know what they say about lies... if you tell one you have to tell more to keep up with the first one. Is what they say in the bottle really what's in the bottle? Are they pure oils or mixed with a lesser oil? Oils are greasy. If they are unrefined, why aren't they greasy? When you refine oils, you take away a lot of their natural properties and their nutritive value, is that why they aren't greasy? Because of the lies and lack of important information, I really don't know for sure what these oils are. Because of the deceptive practices and claims made, I would not recommend these or any of their other oils."
AES3YWD3ONJOUDRWFIV2ZO44QDAQ,B07KDYT8XY,4.0,"I have dry eyes, and these work great for using saline solution to clean around my eyes everyday several times. They're thin and soft, and just the right size, so that I don't feel like I'm wasting a large cotton round. I also use them to go over my face with witch hazel, after my nightly facial cleansing. It only takes one for each task. I haven't had any problems with them falling apart or being too thin for my needs. Using them for my purposes, the three pack has & will last me for a pretty long time. It's nice to find the right size product for the right size need that I have. I highly recommend these to anyone who has light duty needs for cotton rounds, and doesn't want to feel like they're wasting money, and throwing away the majority of a product, because it was just too large for what they needed it for. We have enough trash in landfills."
AHYEUCUIFEOAOTOHEDIZI3UC6FZQ,B082XHLYZ5,5.0,The headband is not too thick. It is just right for an outdoor walk in colder weather. The size is right and it doesn’t feel tight or loose on the head. It covers the ears. I recommend it
AGQFUBXP54N5SB54U5LRPL62B2NQ,B09KX5N1DR,4.0,"I’ve used a number of different salt scrubs and love them for how soft they leave my skin feeling after a shower. This one is a little chunkier than most and feels rougher on my skin. It is also quite oily. I like some oil in my scrubs for moisturizing, often I don’t even need to apply lotion after using, but this one seemed extra oily and left the shower slippery. It separates, so needs to be shaken or stirred before using. It does leave my skin feeling smooth and provided you like coconut, the scent is nice."
AGLFVPOJOSOUTRFBVIHMXEQW47QA,B082XHLYZ5,5.0,"New Balance is a popular brand in our home. My husband & sons wear NB shoes because they're so comfortable. The same quality applies to this headband. It has a good stretch to fit larger heads, the seams are sewn in tight & neatly, and the material is soft. Another great product from New Balance!"
AGYVC7KVHP2AWM7BDCEYNHFA6F3Q,B09KX5N1DR,5.0,"I like the scent of coconut but was a little worried that the scrub would feel greasy on the skin. It was comfortable and left my skin feeling softer without feeling dry or oily. The scrub has large salt granules and these are slow to dissolve, I like this better than a sugar scrub."
AHBZS2MWMQP3EK2WBNZ4NBQKYFUA,B01LFUCWKO,1.0,Did not like this at all
AFGROZSRMGMI6XNU2SDUOCJL4UWA,B07WN8KH6H,3.0,"Ive gotten two of these now,and they dont last even a month.They are WONDERFUL! But should last longer..."
AHX2B4DEER2QR3IU3CCNB3CWC6TA,B081ZN3TD5,5.0,"I love these wooden combs. They are static free and on a great job of de-tangling the hair. I have issues with static hair and these have solve the problem with the first use. I have shorter hair so I don't even bother with a hairbrush anymore. I really can't evidence which one is my favorite as I tried them all and love them all. I won't go back to a brush or plastic comb ever again as these work amazing, Also the finer tooth ones work great on my beard so that's an added bonus!"
AGRAWNLSI4MJZOTM57DVFHRDJGBA,B01AHJY4YQ,5.0,"Raves from my daughter, a professional hair stylist and her co-workers"
AFDCRSWD5SXZ7YXKIKZ5LHUUT5NA,B016MNB4HQ,5.0,"180 Cosmetics C Booster Vit C Serum w/ hyaluronic acid & Vit E This products says it helps with hydration, elasticity & suppleness. It's true! That is exactly what it does! I use this serum morning & night on clean skin. You just need a thin layer. I use it on my neck also. Then, just as the directions state- add your moisturizer. Very easy! I put what's left on the backs of my hands. I am trying to get into the practice of using the same products on my face & then on my elbows & backs of hands. It really makes a difference! I like the look of the bottle & the thin jelly-like serum. I've had other Vitamin C serums & I like 180' the best. It makes my skin look hydrated & feeds my wrinkles some nutrients. Hard to describe! Not a 20 year difference but I am 66. I still look like me-just healthier. I did receive my serum at a reduced price for an honest opinion. It's great! Thank You!!"
AHWMNQAMECZB5TG3Q2UNIY76SHPA,B01A075W8M,5.0,"These are exactly what I expected and I like them a lot. I use them for removing makeup and applying toner to my face. They are soft. They're a little big for my purposes, but still work well."
AG4TRGDHYIBT4CH63VJYM5IOAMTQ,B08HMLXW65,5.0,"This set comes in a plastic box, nice detail because you can use it for storage. The clips are bigger than I was expecting, but they are perfect. I have very thin hair and medium length. I like that they lie flat on my head. So they don’t hurt me if I’m using them for long periods of time. Lightweight and well made. They feel sturdy. The set also comes with hair ties, love them! Very soft. They are made on 1 piece of fabric which helps on the hair. I really like this set. Recommended."
AGSTQ3JDGW2TZB5XKBF7PD2DJOKQ,B06XF82JVQ,4.0,"This kit is a great deal! I've been a devoted user of Korean skin care products. For a while, I have preferred, out of several brands and types of sheet mask, the Benton Bee and Snail sheet mask. Fantastic product!!!! Firms, smooths, soothes. It's great. However, that's not why I purchased this set. I have combo skin that leans towards oily in the heat. Super oily T-zone. After doing a ton of research, I decided to give the Benton Aloe Gel moisturizer a try. I'd also heard great things about this foam cleanser. I'm really enjoying the cleanser so far. I wet my hands and face, use only a pea sized amount, rub my hands together to create the foam (not a soapy lather, but a thick and creamy foam), and work over my face. I do this after oil cleansing. This does a great job of picking up any oil residue and dirt, while leaving my face soft and refreshed. Never tight and dry, which is the sign of an awful cleanser. The gel moisturizer is okay. Just okay. I don't get as oily as I did with lotion moisturizers, which is great. However, I don't have that supple, smooth feel that I'm used to and prefer. I've actually noticed flaking around my nose, which is something I never dealt with after moisturizing. A pea sized amount covers my entire face, it leaves a slightly tacky finish until absorbed ( I always let each of my products absorb for around 90 seconds before applying the next step), and is completely colorless. Will I repurchase? No, but I do suggest that you give this a try if your research and needs point you this direction. Everyone's skin care needs can vary on several levels. There are universal musts for good skin health, like cleansing daily, moisturizing, and using a good sunscreen. There a a ton a variations of those products, though. Finding the right routine and products can be a trial and error process. The main thing is to stick to it. The results are worth it!"
AF5JU3VCZM2XNQAN6T7NFJEENENA,B089CSF11Y,5.0,"These work great. So far I've only used them for misting my plants with water, which is what I got them for in the first place. They work flawlessly for that. So often I get spray bottles that simply don't work or the spray comes out all wonky. These bottles are perfect for what I use them for."
AENLJONYAP2W27JVQUKSRPQBQLPA,B082245PK2,3.0,My boyfriend first got it and wasn’t very impressed. He started using it and now he uses it every day to make himself feel more secure about his belongings.
AFP746DEQQ5CXUJJHCI2GUSX4VCA,B01BLQ5D1C,5.0,"Great cleansing oil. I've tried at least a dozen cleansing oils, and this one definitely gives you the most bang for your buck. I also really loved that it came with a pamphlet of other DHC samples!"
AEZUHFH4DBG7KIJLUL2OIVDSSBHQ,B0BTLTVR1X,5.0,It is boyfriend approved.
AFD6OMVK4A76O7DRT7XIBQC4OJYA,B09GNXK3N1,5.0,It’s cute. Seems good quality material. Works as it should and fits my rather large head.
AG3MRJUE6FTKJAJ37VJJI23AYKCA,B08K2QFDZD,1.0,"These are very flimsy and don't have a good natural shape to them. A lot of them also have scraped paint. You can maybe keep these on for one day. Also another weird thing is that they smell really bad, but really these look like Halloween clown nails. Terrible"
AE5KC5EQHGNOCXQFPZ5AMG6KAIRA,B01N6UPD2H,4.0,"I use this daily. It has a spot for pens, ID/Cards and a change purse with velcro closure. The material is sturdy and lasts 1+ years. I like having everything handy and at my finger tips while working and this is the perfect in providing just that."
AHETQIURBPMWT5MWDWDUZDLJBWAA,B07KFGWC8S,3.0,Did not work to help remove calluses like previous products I bought
AFJ2OUL27WGV4YNBVEFGYWQXDVTQ,B00V7Z35Z4,3.0,"Great collection of brushes. I love that there is such a variety and the case makes for easy storage. I unfortunately am not fond of the quality. Don't get me wrong, these will likely last me quite some time, but the bristles shed. Probably the most frustrating part about trying to find good make-up brushes is finding ones that won't shed. Hopefully that stops with more use."
AFCJA6WHBTBORS4IM4NXGFOSUU2A,B071DY8Z4B,5.0,I love the way this sponge curls my hair.
